post_id,user_id,timestamp,post_content,repost_count,like_count,comment_count
1545,12535,689386671.0,#随手拍# 有多自由就有多孤独，有多孤独就有多自由………#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##丰田兰德酷路泽##丰田# http://t.cn/A6KAXZLl ​​​,7.0,6.0,0.0
147,2193,734681453.0,"何小鹏发文称：“欢迎特斯拉FSD进入国内，都是新质生产力，应该支持百花齐放。”
马斯克和特斯拉虽然没有来到北京车展，但是流量依旧不小。
如果论这次车展的流量王，马老板、雷老板、周老板，你觉得谁是真正王者？ #大v聊车#  #何小鹏欢迎特斯拉fsd进中国# #2024北京车展# ​​​",1.0,16.0,14.0
1547,12535,689162466.0,#第69届澳门格兰披治大赛车# 车模……#我与汽车的日常##新能源汽车##汽车##汽车资讯##豪车超跑##机车##安全出行##大V聊车##自驾游##车评精选##汽车视觉##汽车视觉##汽车改装##试驾评测##车展##帕杰罗## 山猫帕杰罗 # ​​​#自驾旅行# ​​​#赛车# ​​​,8.0,5.0,0.0
1715,12535,672880770.0,#超能新星汇# 大🐮……#开启夏日滤镜##夏日视界##给视频加buff##自驾游[超话]##VLOG[超话]##自拍打卡##微博视频号打卡计划##新能源汽车##汽车资讯##我与汽车的日常##安全出行##大V聊车##豪车超跑##兰博基尼# http://t.cn/A6XIY700 ​​​,4.0,3.0,0.0
1450,12535,694481169.0,#随手拍# 粉丝的劳斯莱斯喜欢吗？…… #汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影##每日学习打卡# ​​​,4.0,2.0,0.0
2173,12535,643712598.0,"#头号博主说# 坦克300 ""硬派越野 有人说他油耗高，接手需要勇气，能接手的，还差哪点油耗嘛？#汽车##新星v计划##不止旅行##自驾游[超话]##VLOG[超话]##旅游出行##摄影##汽车资讯##汽车视觉##汽车改装##大v聊车# http://t.cn/A6V3KMHF ​​​",14.0,5.0,0.0
1499,12535,691629926.0,#随手拍#中央经济工作会议 再提“新能源汽车”……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野# http://t.cn/A6KWaKyQ ​​​,6.0,4.0,0.0
1673,12535,675832443.0,#超能新星汇# 大美新疆，独库公路……#带着微博去旅行##说走就走的旅行##不止旅行##旅行推荐##新疆##自驾游##自拍打卡##给视频加buff##汽车评测##新星v计划##微博视频号打卡计划##开启夏日滤镜##大v聊车##夏日视界# http://t.cn/A6azJdny ​​​,4.0,4.0,0.0
1198,12535,705759226.0,"#新能源# 5月30日，特斯拉首席执行官CEO 马斯克的私人飞机降落在北京。

据路透社一名目击者称，特斯拉首席执行官埃隆·马斯克使用的一架私人飞机已抵达中国。

马斯克来中国，见到了宁德时代老板曾毓群……@特斯拉 #新能源汽车##汽车##汽车资讯##我与汽车的日常##车生活# ​​​",2.0,2.0,2.0
1886,12535,660515163.0,#时尚# 小龙女姑姑不减当年美，谁敢相信这有55岁？#李若彤##模特##奥迪##探店打卡##微博视频号打卡计划##2022新年晚安计划##2021内容创作报告##我与汽车的日常##汽车##奥迪[超话]##兰州·兰州金岛煜奥奥迪[地点]# http://t.cn/A6xd2q38 ​​​,6.0,3.0,0.0
2684,12535,704074425.0,福特F150 22款 3.5T Raptor猛禽 高配，墨版……#汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影# ​​​,0.0,1.0,1.0
1531,12535,690156686.0,#随手拍# 雪地玩车，吉普牧马人…#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##奔驰##大g# http://t.cn/A6Kc0d0g ​​​,4.0,6.0,0.0
1778,12535,668425252.0,#自拍打卡# 艾玛 · 拉杜卡努成为新晋保时捷品牌大使#微博视频号打卡计划##超能新星汇##摄影##随手拍##我与汽车的日常##汽车##汽车资讯##保时捷[超话]##上海·上海浦东保时捷中心[地点]##艾玛·拉杜卡努# @Emma爱艾玛 http://t.cn/A66SuWAX ​​​,7.0,8.0,0.0
1528,12535,690255468.0,#随手拍# 冬季坦克300穿越河道…#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##坦克300# http://t.cn/A6KVeDBG ​​​,7.0,4.0,0.0
161,2193,734245887.0,"正在路上，下午去看特斯拉毛豆3P版，目前海外换算价格约34.5万。中国区价格还不知道，预售价格是33.59万。百公里加速时间3.1秒！
我觉得可以致敬“粗粮汽车”一下，搞个30.9万，不知特斯拉有没有这个玩法…..
你支持特斯拉这么玩吗？你喜欢原创设计还是抄袭设计？#大v聊车# ​​​",1.0,9.0,6.0
1584,12535,681963614.0,#超能新星汇# 第25届成都国际车展@李凉凉xx ……#我与汽车的日常##新星v计划##汽车##汽车资讯##新能源汽车##豪车超跑##安全出行##大V聊车##汽车视觉##汽车视觉##汽车评测##成都国际车展##坦克300##成都国际车展# http://t.cn/A6SSLQIl ​​​,13.0,5.0,0.0
1920,12535,658799630.0,#探店打卡##微博视频号打卡计划#喜欢方方正正的车型的人，个性也一样直来直去，能认同这观点吗？#我与汽车的日常##汽车##汽车资讯##安全出行##汽车评测##车生活##二手车##汽车视觉##汽车视觉##奔驰##上海·上海利星奔驰[地点]# http://t.cn/A6xNhsPv ​​​,10.0,7.0,0.0
1735,12535,670976143.0,#我与汽车的日常# 每个玩世不恭的人都会因为生活的洗礼而成长……#随手拍##自驾游[超话]##超能新星汇##自拍打卡##我与汽车的日常##微博视频号打卡计划##新能源汽车##安全出行##保时捷[超话]##上海·上海浦东保时捷中心[地点]# http://t.cn/A66FLwOY ​​​,5.0,4.0,1.0
1532,12535,690076285.0,#随手拍#  新款玛莎拉蒂上市 ……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##奔驰##大g# http://t.cn/A6KtCRX6 ​​​,6.0,5.0,0.0
1376,12535,697759027.0,#随手拍# 糖果白宾利…[赞][赞][赞]#汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影##每日学习打卡# ​​​,4.0,3.0,0.0
1907,12535,659400941.0,#探店打卡##微博视频号打卡计划#你迟到了很多年，可我依然为你的到来而高兴，能给你的东西实在不多，只想把这辈子最单纯的喜欢和数不尽的温柔都给你#汽车资讯##汽车##我与汽车的日常##汽车评测##保时捷##上海·上海浦东保时捷中心[地点]# http://t.cn/A6xY05o5 ​​​,6.0,5.0,0.0
1934,12535,658211644.0,#探店打卡##微博视频号打卡计划#不得不承认，当兰博基尼开始耍帅的时候就没其他超跑什么事了 #自驾游[超话]##我与汽车的日常##汽车##玩出我的young##旅游出行##摄影##兰博基尼##上海·兰博基尼上海城市展厅(旗舰店)[地点]# http://t.cn/A6xX2eTB ​​​,11.0,3.0,0.0
1701,12535,674343338.0,#超能新星汇# 兰博基尼，喜欢哪个颜色🐮……#开启夏日滤镜##夏日视界##给视频加buff##自驾游[超话]##VLOG[超话]##自拍打卡##微博视频号打卡计划##新能源汽车##汽车资讯##跑车##兰博基尼[超话]##兰博基尼# ​​​ http://t.cn/A6XjYDCv ​​​,2.0,6.0,1.0
1750,12535,670133339.0,#超能新星汇# 驾车出行前，特别是上高速、跑长途前一定要检查好车况上路!#摄影##手机摄影##自驾游[超话]##VLOG[超话]##自拍打卡##微博视频号打卡计划##汽车##汽车资讯##交警正能量##我与汽车的日常##二手车##大v聊车# http://t.cn/A66u25uu ​​​,17.0,738.0,118.0
1704,12535,673763680.0,"#超能新星汇# 劳斯莱斯BoatTail，2800万美元的顶级豪车 ""劳斯莱斯 ”#自拍打卡##微博视频号打卡计划##给视频加buff##夏日视界##开启夏日滤镜##随手拍##新星v计划##夏日视界##汽车##安全出行##我与汽车的日常# http://t.cn/A6XCQinH ​​​",3.0,1.0,0.0
1624,12535,680399375.0,#我与汽车的日常# 天生就不是娇生惯养！就得去野，去浪！​体现三把锁🔒的魅力！……#超能新星汇##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##开启夏日滤镜##vlog日常##网络##网络安全##网络##新星v计划# http://t.cn/A6SZEleO ​​​,3.0,3.0,0.0
1621,12535,680475179.0,#我与汽车的日常# 全新三菱帕杰罗震撼回归！ 超选四驱带大梁！喜欢么？……#超能新星汇##超能新星汇##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##开启夏日滤镜##vlog日常##自拍打卡##新星v计划##自驾游# http://t.cn/A6Sw3tzf ​​​,2.0,0.0,0.0
1486,12535,692491570.0,#随手拍#广州车展倒计时，宾利展台媒体日发布会见……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野# http://t.cn/A6KupQsQ ​​​,5.0,3.0,0.0
1475,12535,693013111.0,#随手拍# 雪地救援霸王龙……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##广州车展##保时捷# http://t.cn/A6KDYLKm ​​​,10.0,6.0,0.0
1463,12535,693789163.0,#随手拍#  银色的库里南…… #汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影##每日学习打卡##库里南# ​​​,3.0,3.0,0.0
1861,12535,662176532.0,#自拍打卡# 认认真真把自己正在做的事情做到极致，术固然重要，但道更重要……#微博视频号打卡计划##VLOG[超话]##我与汽车的日常##汽车##车生活[超话]##汽车资讯##车生活##保时捷[超话]##上海·上海浦东保时捷中心[地点]# http://t.cn/A6JG2isS ​​​,3.0,4.0,0.0
672,12535,729928920.0,"#天津港# 24款美规奔驰GLS450，颜色： 黑/棕
整车配置：7座，暗夜包，AMG运动包，21轮  ，雷测 ，电吸门，方向盘加热，后备箱垫镀铬，黑顶，拖钩  主副驾驶座椅靠背实木。

港口报价：115万RMB#汽车资讯##汽车视觉##大v聊车##我与汽车的日常##汽车##奔驰# ​​​",7.0,5.0,1.0
508,2193,720496523.0,真棒，就你会营销，就你会卖，就你会跳楼！你是大聪明，我们都是大傻波一！你营销策略好，MPV确实有东西，该夸夸，但是你这么搞，利用几岁的孩子和幼儿园老师来渗透家长…那我就得好好夸夸你了！下一步，是不是临时工该上场了？ 怎么甩锅？要不要找大师看一下？ #大v聊车# #2023广州车展# ​​​,175.0,875.0,197.0
1262,12535,702769124.0,丰田考斯特12座卓越版现车！商务首先………[赞][赞][赞]#汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影# ​​​,3.0,3.0,1.0
1546,12535,689162957.0,#第69届澳门格兰披治大赛车# 车模 2……#我与汽车的日常##新能源汽车##汽车##汽车资讯##豪车超跑##机车##安全出行##大V聊车##自驾游##车评精选##汽车视觉##汽车视觉##汽车改装##试驾评测##车展##帕杰罗## 山猫帕杰罗 # ​​​#自驾旅行# ​​​#赛车# ​​​,8.0,4.0,0.0
1548,12535,689161466.0,#第69届澳门格兰披治大赛车# 部分赛车……#我与汽车的日常##新能源汽车##汽车##汽车资讯##豪车超跑##机车##安全出行##大V聊车##自驾游##车评精选##汽车视觉##汽车视觉##汽车改装##试驾评测##车展##帕杰罗## 山猫帕杰罗 # ​​​#自驾旅行# ​​​#赛车# ​​​,7.0,4.0,0.0
2621,2193,731153639.0,"小鹏汽车2023四季度财报出来了！营收131亿元，环比增长53%，同比增长154%，汽车毛利率4.1%，环比提升超10个百分点。现金储备457亿元，2023年营收超300亿。这家伙有钱了，底气就是足啊！
#小鹏汽车2023年营收超300亿##小鹏汽车现金储备达457亿##大v聊车# ​​​",0.0,30.0,13.0
1766,12535,668864739.0,"#超能新星汇# 新款保时捷 Macan, 现已到店，首付低至 11.08 万元起 #自拍打卡##初春踏青好去处##微博视频号打卡计划##汽车##汽车资讯##我与汽车的日常##新能源汽车##保时捷[超话]##上海·上海浦东保时捷中心[地点]# http://t.cn/A66NFND6 ​​​",5.0,3.0,0.0
1683,12535,675389611.0,"#超能新星汇# 海豚DiLink智能网联,智慧陪伴,给予出行多一份愉悦#随手拍##自拍打卡##新星v计划##微博视频号打卡计划##给视频加buff##夏日视界##开启夏日滤镜##我与汽车的日常##比亚迪##比亚迪海豚##大V聊车##国产车# http://t.cn/A6XFGii0 ​​​",4.0,28.0,13.0
1558,12535,686831841.0,#随手拍# 开# 山猫帕杰罗 # 小姐姐 想要问问你敢不敢，像你说过那样的爱我………#亿点曝光计划##自拍打卡##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车资讯##车评精选##保养# http://t.cn/A6oSmv8w ​​​,7.0,5.0,0.0
210,2193,732421596.0,"据说是电池包被偷了，根据我们之前拆车的经验来看，这东西好像还挺难避免的，因为电池包拆卸没啥技术含量，几颗螺丝就能下来，最大问题是：重！所以要真是被偷的话，应该是团伙作案，另外就是我们拆车之前是全车断电，这作案人敢直接拆掉也是挺胆大的...

最后大家可以猜猜这是什么车？#大v聊车# ​​​",18.0,95.0,68.0
1282,12535,701870057.0,【为安多交警点赞】安多交警在日常巡查中[赞][赞]，发现一辆卡车停在路上。上前呼叫没有任何反应;最后破窗打开门将卡友送至医院，祝青藏线卡友平平安安🙏@安多交警 @西藏网警 @西藏发布 @西藏交警 ... #车生活##青藏线##司机##西藏# http://t.cn/A6Ntez42 ​​​,3.0,4.0,1.0
376,2193,727415983.0,"领克07 EM-P来了！这台车到底有多大呢？07的长宽高比领克03和沃尔沃S60都要大，轴距比03长113mm，比S60轴距短29mm。
属于CMA平台轴距比较长的产品了，1.5T配合3挡DHT 超级增程系统，已经在08上得到了验证，你觉着这台车卖多少钱会比较有竞争力？#大v聊车# ​​​",1.0,17.0,19.0
1494,12535,691987032.0,#随手拍#广州车展，期待新款宝马车系媒体日发布会见……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野# http://t.cn/A6KH9PUB ​​​,7.0,7.0,1.0
1457,12535,694067184.0,#随手拍#  奔驰GLS63…… #汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影##每日学习打卡##库里南# ​​​,1.0,1.0,0.0
1239,12535,704459482.0,2023款迈巴赫GLS600 纪元版………[赞][赞][赞]#汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影# ​​​,2.0,2.0,0.0
1488,12535,692400161.0,#随手拍#广州车展倒计时，保时捷展台媒体日发布会见……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野# http://t.cn/A6KmyGRE ​​​,8.0,7.0,0.0
1538,12535,689722627.0,#随手拍#  站着不动永远是观众 想到做到才是王道 ……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野# http://t.cn/A6K4Sc0N ​​​,7.0,3.0,0.0
1467,12535,693352348.0,#随手拍# 雪地玩越野，救援……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##跑车##每日学习打卡# http://t.cn/A69Pc8UK ​​​,3.0,3.0,0.0
2501,12535,616549308.0,"#汽车资讯# 宾利飞驰6.0T 

四座 黑色红内 四座椅通风加热按摩 原装后排娱乐 小桌板 黑钢琴桃木内饰 底盘升降 五门电吸 皮顶 钻石档把 天窗 双拼定制方向盘 格子皮座椅 头枕刺绣 电动后侧窗帘 两条钥匙 原装耳机 全球最顶配#汽车##豪车超跑##我与汽车的日常##汽车改装# ​​​",5.0,6.0,0.0
1335,12535,699403321.0,#随手拍# 开吉普皮卡车的小姐姐——壮壮……[赞][赞][赞]#汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影# ​​​,2.0,1.0,0.0
62,49841,739733043.0,前段时间，北京BJ40用两台刀锋英雄版BJ40做了两次非常残酷的实验，第一个是用1吨重大刀10米高空劈砸车顶等3项测试，第二个是在巴丹吉林书记锅来了一场极限翻滚测试，在翻滚26圈以后竟然还能继续驾驶。戳视频，让我们一起看看这台BJ40刀锋英雄版的越野性能以及安全性到底如何！#车评精选#  ​,0.0,1.0,1.0
41,49822,739175071.0,"有一朋友要买新能源车

30万以内，政府单位工作，身高1米9，持有至少6年

大家会推荐什么车呢？

要我说，政府单位肯定买国产车，1米9其实大部分轿车都可以排除，6年以上的时间电池的衰减都在可控范围内，那可以选择的车其实就不多了[doge]

#大v聊车##新能源汽车##汽场全开# ​​​",0.0,29.0,37.0
1560,12535,686812089.0,#随手拍# 玩越野河道穿越是，车船税没有白交[笑cry][允悲][允悲][允悲]………#亿点曝光计划##自拍打卡##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车资讯##车评精选##保养# http://t.cn/A6oS0jUY ​​​,7.0,4.0,2.0
1490,12535,692318941.0,#随手拍#广州车展倒计时，劳斯莱斯展台媒体日发布会见……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野# http://t.cn/A6KE1zcx ​​​,8.0,8.0,0.0
1703,12535,673833638.0,#超能新星汇# 兰博基尼大🐮……#开启夏日滤镜##夏日视界##给视频加buff##自驾游[超话]##VLOG[超话]##自拍打卡##微博视频号打卡计划##新能源汽车##汽车资讯##跑车##兰博基尼[超话]##兰博基尼##天津·天津港[地点]# http://t.cn/A6XN91E5 ​​​,2.0,3.0,0.0
1525,12535,690423235.0,#随手拍# 不是对你没感觉，只因你没开宾利 ……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##宾利# http://t.cn/A6KMzc8h ​​​,5.0,4.0,0.0
1519,12535,690673952.0,#随手拍# 有些人问我，找你买车的是喜欢车型……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##宾利# http://t.cn/A6KiI5Ah ​​​,7.0,4.0,1.0
1515,12535,690854007.0,#随手拍##国际贸易# 港口拆箱、GLS580……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##旅游# http://t.cn/A6KXR4MY ​​​,1.0,3.0,1.0
1456,12535,694067253.0,#随手拍#  2023款丰田红杉…… #汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影##每日学习打卡##库里南# ​​​,1.0,3.0,1.0
2460,12535,621218468.0,"#汽车# 奥迪R8-4.2FSI

整车配置:黑色骚红内Bang&Olufsen顶级音响 碳纤维方向盘 碳纤维内饰 电动尾翼 鹿皮车顶 全时四驱 软硬可调节避震 Sport运动模式 前后雷达 倒车影像 顶级配置#汽车资讯##自驾游##我与汽车的日常##安全出行##试驾评测##汽车文化# ​​​",10.0,6.0,0.0
1792,12535,667611364.0,#自拍打卡# 珍惜身边的每一份友情，无论它是不是已经过去，无论它会不会有将来。也许不会天长地久，也许会淡忘，也许会疏远，但却从来都不应该遗忘。#微博视频号打卡计划##我与汽车的日常##汽车##汽车资讯##奔驰##上海·上海中升之星奔驰[地点]# http://t.cn/A66f2c2b ​​​,3.0,2.0,0.0
1803,12535,666746164.0,"#自拍打卡# 当有一天,你尝尽了社会的无情，金钱的压力,爱情的不堪,人性的险恶,你终会明白 ,别人的屋檐在大 都不如自己有把伞#微博视频号打卡计划##汽车##汽车资讯##我与汽车的日常##安全出行##保时捷##上海·上海浦东保时捷中心[地点]# http://t.cn/A66yy96l ​​​",4.0,3.0,0.0
1473,12535,693097758.0,#随手拍# 展厅全部都是跑车，不是小牛就是法拉……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##跑车# http://t.cn/A6Kkml5n ​​​,10.0,5.0,0.0
2360,12535,635303664.0,"#带着微博去旅行# 一到春天，贵州就多了一个名字，叫西江千户苗寨。

对于初次到访的人来讲，还未进到寨内，就已经无不为其巨大的规模与恢宏气势所震撼。#随手拍##VLOG[超话]##旅游##自驾游##自驾游[超话]##汽车##西藏##遇见美好##户外##西藏旅行##旅行##西藏旅游攻略# ​​​",11.0,4.0,1.0
2125,12535,645979518.0,#头号博主说# 坦克300莫奈柔情蓝 升级改装20寸轮毂配套撼路者RT静音胎285/50R20都市风情，颜值对决。 #汽车资讯##我与汽车的日常##豪车超跑##摄影##奔驰##汽车改装##汽车评测##改装车##汽车视觉##汽车评测##大V聊车# http://t.cn/A6fS0AF8 ​​​,13.0,9.0,0.0
2471,12535,620024949.0,"#汽车资讯# G63国六第一批，20款加版奔驰G63，黑/红 308万

配置：超级满配：

整车概述:标配➕碳纤维内饰+22寸熏黑轮毂 +棱形格座椅 +碳纤维方向盘 座椅舒适包 AMG暗夜包 新款驱动按钮  解除限速提醒 熏黑前保险杠#自驾游##汽车##试驾评测##安全出行##奔驰# ​​​",9.0,7.0,3.0
1493,12535,692058878.0,#随手拍# 生活不会告诉你路该怎么走，只教你怎么去适应……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野# http://t.cn/A6KQSM08 ​​​,7.0,6.0,0.0
1921,12535,658795436.0,#探店打卡##微博视频号打卡计划#据说刷到我的都是可以认识我，拥有我的人，你信吗？ #自驾游[超话]##摄影##旅游[超话]##旅游出行##汽车资讯##我与汽车的日常##汽车##安全出行##车生活##保时捷##上海·上海浦东保时捷中心[地点]# http://t.cn/A6xCsKL4 ​​​,9.0,5.0,1.0
1851,12535,662860154.0,#自拍打卡#  谋生亦或谋爱都请保持良知与尊严 #微博视频号打卡计划##随手拍##保时捷[超话]##摄影##汽车资讯##我与汽车的日常##汽车##豪车超跑##新能源汽车##安全出行##车生活##汽车改装##保时捷##西安·西安保时捷中心[地点]# http://t.cn/A6J0csAd ​​​,7.0,3.0,0.0
1407,12535,696732010.0,#随手拍# 糖果白宾利飞驰………[赞][赞][赞]#汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影##每日学习打卡# ​​​,4.0,5.0,0.0
496,2193,721012602.0,感谢两年多的陪伴，愿新主人好好待你，来日方长，江湖再见！ 03+是我购买的第一台中国品牌车型，不是因为便宜，而是因为性能！因为产品力！带给我很多的乐趣很多感动，孩子们也非常喜欢它。送走它是因为智能化大潮不可逆和北京万恶的指标制度。领克加油！希望有机会再续前缘！ #大v聊车# #2023广州车展#,2.0,46.0,36.0
1204,12535,705650549.0,2023款路虎创世加长 3.0T 金/红  ……[赞][赞][赞]#汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影# ​​​,2.0,2.0,0.0
1489,12535,692400083.0,#随手拍#广州车展倒计时，劳斯莱斯添越展台媒体日发布会见……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野# http://t.cn/A6Kmy4oU ​​​,7.0,7.0,1.0
1863,12535,661909269.0,#自拍打卡##微博视频号打卡计划# 人的一生可以回头看，但不能往回走，因为逆行全责……#我与汽车的日常##汽车##新能源汽车##VLOG[超话]##汽车资讯##安全出行##二手车##车生活##自驾游##保时捷##上海·上海浦东保时捷中心[地点]# http://t.cn/A6Jy5Hpz ​​​,4.0,3.0,0.0
1477,12535,692919296.0,#随手拍# 重庆的妹子真的爱玩，野……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##广州车展##保时捷# http://t.cn/A6KeS8HD ​​​,7.0,7.0,0.0
1474,12535,693022516.0,#随手拍# 小姐姐开敞篷福特烈马……#自拍打卡##亿点曝光计划##给视频加buff##给视频加buff##新星v计划##微博视频号打卡计划##夏日视界##摄影##汽车##大V聊车##越野##玩家##冬季生活大玩家##越野##广州车展##福特烈马# http://t.cn/A6KDuyF5 ​​​,12.0,5.0,0.0
1258,12535,702949072.0,新款保时捷Cayenne Turbo GT………[赞][赞][赞]#汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影# ​​​,3.0,3.0,0.0
1857,12535,662428430.0,#自拍打卡# 好人自有天佑之，做人，凭良心，尽本分。你若认真，上天还你厚报；勤勤恳恳做事，风风光光做人#微博视频号打卡计划##VLOG[超话]##车生活[超话]##我与汽车的日常##汽车资讯##汽车##保时捷##上海·上海浦东保时捷中心[地点]# http://t.cn/A6JVHNWn ​​​,4.0,3.0,0.0
1283,12535,701817724.0,#保时捷#   青春不负努力，时光不负自己………[赞][赞][赞]#汽车##汽车资讯##我与汽车的日常##安全出行##安全出行##大V聊车##自驾游##二手车##车评精选##车生活##试驾评测##汽车视觉##汽车改装##汽车评测##自驾旅行##自驾##自驾游##越野##野生自驾##摄影# ​​​,3.0,3.0,1.0
2430,12535,626222787.0,"玩家推荐车型：坦克300
推荐指数：[心][心][心][心][心] 

坦克300售价公布了，价格也不贵，玩家们的首选，三把锁，硬派越野车型；#坦克300# 
——开越野车是什么感觉
——就是人和心都非常自由
#2020广州车展##汽车##新车##试乘试驾##我与汽车的日常##汽车视觉# ​​​",12.0,4.0,1.0
